time,current_pose,current_pos_global,dist_blade_current,dist_blade_target,blade_length,first_blade_rotation,first_blade,inspect_targets,overlap_procentage
2022/12/15 14:09:51.104444963,"{'position': {'x': -10.85, 'y': -10.11, 'z': 16.59}, 'orientation': {'x': -0.05, 'y': -0.04, 'z': -0.95, 'w': 0.31}}","{'header': {'stamp': {'secs': 0, 'nsecs': 0}, 'frame_id': ''}, 'status': {'status': 0, 'service': 0}, 'latitude': 0.0, 'longitude': 0.0, 'altitude': 0.0, 'position_covariance': {'': ''}, 'position_covariance_type': 0}",4.0,6.0,32.0,0.0,0,[0],20.0
