x,y,z
-2.14462637901306,-0.126195400953293,34.5277404785156
-2.13872480392456,-0.124731577932835,34.8649826049805
-2.1316134929657,-0.122745603322983,35.2065048217773
-2.1248037815094,-0.11722856014967,35.5318069458008
-2.1148796081543,-0.109726950526237,35.8795700073242
-2.1050763130188,-0.100362434983253,36.2111053466797
-2.09584355354309,-0.092667959630489,36.5670356750488
-2.0889835357666,-0.085982970893383,36.8998222351074
-2.0851583480835,-0.075140416622162,37.2523918151855
-2.08098244667053,-0.063107281923294,37.5961875915527
-2.08232116699219,-0.053723804652691,37.9280281066895
-2.07002711296082,-0.074818409979344,38.3091888427734
-1.9992516040802,-0.165218859910965,38.6993713378906
-1.86746096611023,-0.300749689340591,39.0106353759766
-1.67216348648071,-0.48494154214859,39.2802124023437
-1.44851887226105,-0.679137468338013,39.4833793640137
-1.16460609436035,-0.91361927986145,39.6572799682617
-0.838726460933685,-1.18327462673187,39.7901878356934
-0.49373996257782,-1.47071588039398,39.8853302001953
-0.094339728355408,-1.80171692371368,39.9721908569336
0.309030711650848,-2.13551115989685,40.0443954467773
0.760446310043335,-2.51042890548706,40.1213417053223
1.21253323554993,-2.89487767219543,40.1940574645996
1.65667510032654,-3.2812066078186,40.251636505127
2.05514430999756,-3.63458299636841,40.2884483337402
2.4441065788269,-3.99678945541382,40.331958770752
2.78531289100647,-4.32240009307861,40.3814926147461
3.11388826370239,-4.64541578292847,40.3443069458008
3.39634656906128,-4.92877197265625,40.2180213928223
3.67154288291931,-5.21163558959961,39.9922485351562
3.90766644477844,-5.47207736968994,39.7273902893066
4.07969331741333,-5.68393802642822,39.4804992675781
4.22143793106079,-5.87835550308228,39.2032203674316
4.32461881637573,-6.04297924041748,38.894344329834
4.39132881164551,-6.16882038116455,38.5717277526855
4.43916845321655,-6.27653121948242,38.2192001342773
4.4623236656189,-6.35740041732788,37.8749504089355
4.4722375869751,-6.41492319107056,37.5060806274414
4.46882677078247,-6.44149684906006,37.1367835998535
4.46696758270264,-6.44878435134888,36.7990798950195
4.45867967605591,-6.44014072418213,36.4386215209961
4.44400835037231,-6.41762256622314,36.1012687683105
4.41850185394287,-6.38255167007446,35.7331504821777
4.3967399597168,-6.34382295608521,35.3751945495605
4.37044668197632,-6.29990911483765,35.0411987304687
4.3328595161438,-6.24130296707153,34.6777229309082
4.3020281791687,-6.18283605575562,34.3191986083984
4.27628469467163,-6.12685823440552,33.9730033874512
4.25375986099243,-6.06597185134888,33.6030464172363
4.23851680755615,-5.9985842704773,33.2423400878906
4.22265625,-5.92604303359985,32.8683776855469
4.21099615097046,-5.85106086730957,32.477970123291
4.20082235336304,-5.78879737854004,32.1015357971191
4.19147109985352,-5.73003196716309,31.6993942260742
4.18215608596802,-5.68555688858032,31.2996425628662
4.1679801940918,-5.65251684188843,30.9311618804932
4.1503529548645,-5.62421894073486,30.5550498962402
4.15028858184814,-5.60785913467407,30.1901321411133
4.16066408157349,-5.59101581573486,29.7989158630371
4.16063356399536,-5.57966756820679,29.4195747375488
4.17335510253906,-5.57655429840088,29.0586204528809
4.18762922286987,-5.57763957977295,28.6921310424805
4.20107746124268,-5.58190584182739,28.3459949493408
4.21797609329224,-5.58962965011597,27.9763584136963
4.24430704116821,-5.60667896270752,27.5870704650879
4.26863574981689,-5.63079690933228,27.2139682769775
4.29280090332031,-5.65726137161255,26.8548011779785
4.31151437759399,-5.68988370895386,26.4829273223877
4.3087592124939,-5.71639966964722,26.1273365020752
4.2887282371521,-5.73737382888794,25.7568912506103
4.27434539794922,-5.75769948959351,25.3921089172363
4.26557731628418,-5.77075624465942,25.0733795166016
4.25640201568604,-5.79198312759399,24.7305507659912
4.25487089157105,-5.83996915817261,24.3770084381104
4.25954055786133,-5.89200305938721,23.9905338287353
4.28218078613281,-5.95192718505859,23.5968856811523
4.30839157104492,-6.00430870056152,23.2351512908936
4.33705472946167,-6.04721689224243,22.8701801300049
4.37303256988525,-6.08807134628296,22.5342807769775
4.40438556671143,-6.11871194839478,22.18798828125
4.42132329940796,-6.12841939926147,21.8469886779785
4.42783927917481,-6.13049459457397,21.5254383087158
4.42518615722656,-6.12887525558472,21.1849803924561
4.41180181503296,-6.12763214111328,20.8496017456055
4.3951849937439,-6.11900138854981,20.5079479217529
4.37643337249756,-6.10598516464233,20.1571731567383
4.35980463027954,-6.09252595901489,19.8265075683594
4.34786462783814,-6.07162237167358,19.4748020172119
4.329017162323,-6.05150032043457,19.1176223754883
4.30991554260254,-6.03493738174439,18.784294128418
4.29310274124146,-6.01437568664551,18.4437732696533
4.27748775482178,-5.98751068115234,18.1076755523682
4.26257848739624,-5.95751619338989,17.7793750762939
4.24529504776001,-5.92271280288696,17.4314117431641
4.22794723510742,-5.88611221313477,17.1021327972412
4.2264609336853,-5.83615970611572,16.7693767547607
4.29165410995483,-5.74023008346558,16.4873237609863
4.42515659332275,-5.57626056671143,16.2415561676025
4.61300182342529,-5.32513523101807,16.0031547546387
4.84504747390747,-5.04488563537598,15.8234167098999
5.1525239944458,-4.71300935745239,15.6755723953247
5.49660682678223,-4.33170175552368,15.5228490829468
5.85076284408569,-3.94256734848022,15.3684911727905
6.25476551055908,-3.49652242660522,15.2245197296143
6.66190099716187,-3.05748391151428,15.1247644424438
7.11093091964722,-2.58372068405151,15.0498485565186
7.56044864654541,-2.11978530883789,15.0018148422241
7.9797043800354,-1.70147800445557,14.9700546264648
8.40994167327881,-1.28404211997986,14.9609594345093
8.80411148071289,-0.909692108631134,15.118465423584
9.13839054107666,-0.594794809818268,15.3652658462524
9.45561790466309,-0.320088356733322,15.6526823043823
9.73665809631348,-0.110495179891586,15.9409990310669
9.96160125732422,0.034585312008858,16.219274520874
10.1567516326904,0.149256467819214,16.5249900817871
10.301589012146,0.238696873188019,16.8230495452881
10.4151096343994,0.300758540630341,17.1468524932861
10.4846019744873,0.306846112012863,17.4575576782227
10.5272455215454,0.303441375494003,17.7998294830322
10.5299634933472,0.249657690525055,18.1437129974365
10.5026302337647,0.171830222010613,18.4650764465332
10.4531288146973,0.081092789769173,18.8092727661133
10.3794069290161,-0.021138248965144,19.1720218658447
10.2931842803955,-0.111912570893765,19.5183925628662
10.182620048523,-0.217803195118904,19.8956031799316
10.0811061859131,-0.294468075037003,20.253589630127
9.97896480560303,-0.348088055849075,20.6467952728271
9.85698413848877,-0.416339725255966,21.0309944152832
9.73433780670166,-0.48847371339798,21.3793258666992
9.61319541931152,-0.550641357898712,21.7450160980225
9.52009582519531,-0.589027106761932,22.0962867736816
9.44091415405273,-0.615824341773987,22.4234638214111
9.38550186157227,-0.624541699886322,22.7685852050781
9.3398962020874,-0.625351190567017,23.1154518127441
9.3010835647583,-0.619393467903137,23.4490604400635
9.25778293609619,-0.610768556594849,23.8026638031006
9.22743797302246,-0.596508324146271,24.1389446258545
9.19979190826416,-0.572348713874817,24.5032196044922
9.18471050262451,-0.540508270263672,24.8646869659424
9.17335224151611,-0.501865446567535,25.2027339935303
9.1751070022583,-0.455727130174637,25.5600128173828
9.18867683410645,-0.412387609481811,25.8900203704834
9.21121883392334,-0.365483462810516,26.2386722564697
9.22866630554199,-0.307117789983749,26.577320098877
9.24656295776367,-0.254546642303467,26.895975112915
9.27487277984619,-0.204187914729118,27.2375373840332
9.30642795562744,-0.155016779899597,27.5773010253906
9.34259700775147,-0.111933819949627,27.8943004608154
9.38959407806397,-0.075350470840931,28.2299251556396
9.42848491668701,-0.042701903730631,28.5495300292969
9.46920776367188,-0.009570215828717,28.8932552337646
9.50862693786621,0.022532161325216,29.2400817871094
9.53798484802246,0.063017264008522,29.5490093231201
9.57517528533936,0.090125568211079,29.8262348175049
9.60748195648193,0.117723539471626,30.0489807128906
9.63445568084717,0.150916591286659,30.2503929138184
9.65884399414063,0.178918689489365,30.4113903045654
9.67591953277588,0.205785468220711,30.5465812683105
9.69177913665772,0.229173988103867,30.6613788604736
9.7134370803833,0.23612342774868,30.7442207336426
9.73910331726074,0.236294448375702,30.8146057128906
9.76414299011231,0.232003942131996,30.869083404541
9.7947473526001,0.216195240616798,30.906099319458
9.81332492828369,0.212742492556572,30.9371528625488
9.82649517059326,0.22182908654213,30.962963104248
9.83529472351074,0.230661362409592,30.9944381713867
9.81876468658447,0.270618051290512,31.0513248443603
9.74810028076172,0.378416240215302,31.2037334442139
9.5598840713501,0.592499256134033,31.4201107025146
9.27141284942627,0.854801774024963,31.6809940338135
8.93237400054932,1.14712488651276,31.9658088684082
8.56679916381836,1.44537734985352,32.2359046936035
8.12125873565674,1.79460942745209,32.5343437194824
7.68870973587036,2.14020824432373,32.819393157959
7.15737581253052,2.55694937705994,33.1244964599609
6.62343120574951,2.98039245605469,33.4002265930176
6.08645391464233,3.42652058601379,33.695499420166
5.52135896682739,3.90620684623718,34.0029983520508
4.97386360168457,4.37849521636963,34.3042488098145
4.42387771606445,4.86719942092896,34.6388359069824
3.93647241592407,5.31250143051147,34.9825210571289
3.56611204147339,5.66634321212769,35.3128890991211
3.24345016479492,5.99256706237793,35.6622047424316
2.95967388153076,6.30690383911133,35.9598541259766
2.68732237815857,6.63633155822754,36.1647720336914
2.46373820304871,6.93985033035278,36.2170562744141
2.29192543029785,7.20639038085938,36.129093170166
2.15622282028198,7.46073722839356,35.9370880126953
2.06831669807434,7.67698001861572,35.6918182373047
2.03174781799316,7.83693265914917,35.4299659729004
2.01926231384277,7.98376083374023,35.1134300231934
2.04451489448547,8.09636497497559,34.7981033325195
2.11190247535706,8.17358589172363,34.465648651123
2.20916485786438,8.20461273193359,34.1305847167969
2.32440662384033,8.17685031890869,33.8213768005371
2.46116781234741,8.0870532989502,33.4988212585449
2.61333441734314,7.98647785186768,33.1837997436523
2.79159283638,7.85741662979126,32.859317779541
2.97715401649475,7.7058219909668,32.5439834594727
3.15783762931824,7.54804468154907,32.2513084411621
3.34866714477539,7.36570596694946,31.9466648101807
3.52463984489441,7.18760919570923,31.6495971679687
3.70346021652222,6.99462795257568,31.3325386047363
3.85706090927124,6.79926633834839,31.0230922698975
3.98907995223999,6.62608480453491,30.7301540374756
4.11790132522583,6.45897817611694,30.4211330413818
4.23455619812012,6.30816173553467,30.115852355957
4.32295656204224,6.17450094223022,29.8193016052246
4.39485168457031,6.04249286651611,29.5022296905518
4.44220638275147,5.9381422996521,29.2041454315186
4.47710990905762,5.84385585784912,28.899974822998
4.49790620803833,5.76752948760986,28.5995006561279
4.49950218200684,5.71271562576294,28.3139476776123
4.48348665237427,5.66907501220703,28.0042629241943
4.44889068603516,5.64357280731201,27.6770553588867
4.40560579299927,5.63297176361084,27.3761863708496
4.34885263442993,5.63829708099365,27.0545272827148
4.28129196166992,5.65376949310303,26.7508239746094
4.20162153244019,5.67761516571045,26.4291191101074
4.11868381500244,5.70131254196167,26.0959148406982
4.04113006591797,5.72644948959351,25.7766170501709
3.96084570884705,5.76107835769653,25.4370784759521
3.88535475730896,5.79854822158814,25.1199645996094
3.81433200836182,5.84053564071655,24.7836055755615
3.75854730606079,5.88151741027832,24.4402942657471
3.71946501731873,5.92134761810303,24.1041946411133
3.68881344795227,5.96375513076782,23.7444343566895
3.67518782615662,6.00184392929077,23.3804569244385
3.67253875732422,6.03466367721558,23.0363216400146
3.68525981903076,6.06085777282715,22.6772403717041
3.7061173915863,6.07985305786133,22.3413276672363
3.72562408447266,6.09675073623657,21.9844207763672
3.75301861763,6.10749578475952,21.6223659515381
3.78837013244629,6.10912370681763,21.2748146057129
3.83438086509705,6.11001253128052,20.9039363861084
3.88287663459778,6.1120491027832,20.5572166442871
3.93301391601562,6.10942363739014,20.1939010620117
3.97811484336853,6.10502481460571,19.83740234375
4.02253293991089,6.09974765777588,19.5008354187012
4.06605005264282,6.09775686264038,19.1436462402344
4.10666275024414,6.09124279022217,18.7987289428711
4.13556814193726,6.0840482711792,18.5002174377441
4.14715957641602,6.07796096801758,18.2275104522705
4.1529426574707,6.0689001083374,18.0077095031738
4.14509344100952,6.06323909759522,17.8459529876709
4.13835287094116,6.05609750747681,17.7068252563477
4.12835311889648,6.05007171630859,17.6090488433838
4.13266849517822,6.04461431503296,17.5269870758057
4.14573240280151,6.04210996627808,17.4493732452393
4.16057682037354,6.04236602783203,17.3791122436523
4.17146444320679,6.04122877120972,17.3146781921387
4.17498016357422,6.03980398178101,17.2650165557861
4.17771577835083,6.03707361221314,17.2270851135254
4.17284536361694,6.03524875640869,17.20383644104
4.16553449630737,6.03727769851685,17.1962871551514
4.15331125259399,6.0418586730957,17.2022705078125
4.14041185379028,6.04782247543335,17.2131271362305
4.13466644287109,6.05365657806397,17.2053031921387
4.1311469078064,6.05912923812866,17.1938877105713
4.12664079666138,6.06498098373413,17.1953220367432
4.12293577194214,6.07143926620483,17.1947116851807
4.11202049255371,6.07766342163086,17.1945610046387
4.10004377365112,6.08332490921021,17.193717956543
4.08116292953491,6.09063243865967,17.1976013183594
4.06511688232422,6.09542036056519,17.1937160491943
4.05284214019775,6.09823989868164,17.191312789917
4.03737258911133,6.0998797416687,17.1959095001221
4.03650999069214,6.10426044464111,17.2067279815674
4.03729772567749,6.10985374450684,17.2169246673584
4.04803037643433,6.11616325378418,17.2152614593506
4.06410884857178,6.12180662155151,17.215425491333
4.07743692398071,6.12595844268799,17.2191963195801
4.08195638656616,6.12825536727905,17.2291049957275
4.08111953735352,6.12839078903198,17.2431774139404
4.07607650756836,6.12722015380859,17.260347366333
4.06780672073364,6.124671459198,17.2683811187744
4.05857753753662,6.12101173400879,17.2628517150879
4.04980897903442,6.1170392036438,17.2494621276855
4.04016971588135,6.11212730407715,17.2354698181152
4.06632041931152,6.11687231063843,17.2330474853516
4.10140180587769,6.12256956100464,17.2354354858398
4.1294322013855,6.12485551834106,17.2351894378662
4.16026210784912,6.12726402282715,17.2275676727295
4.18700456619263,6.13124513626099,17.2197456359863
4.20702505111694,6.13437175750732,17.2070255279541
4.21829032897949,6.13781929016113,17.202823638916
4.22424077987671,6.14167833328247,17.20237159729
4.22602081298828,6.14520597457886,17.2067127227783
4.22366714477539,6.14920139312744,17.2171459197998
4.2165093421936,6.15661811828613,17.2173137664795
4.20713186264038,6.16889142990112,17.2094287872314
4.19696950912476,6.18708944320679,17.2037620544434
4.18588638305664,6.20715379714966,17.2039680480957
4.17577171325684,6.23626899719238,17.1996231079102
4.16108417510986,6.27510929107666,17.1672801971436
4.14624977111816,6.3221755027771,17.116626739502
4.12670707702637,6.37450551986694,17.02956199646
4.10384511947632,6.44037294387817,16.897367477417
4.08260154724121,6.51379251480103,16.7569942474365
4.06520986557007,6.60274839401245,16.6231632232666
4.05697822570801,6.70883321762085,16.4979801177979
4.05973339080811,6.83676147460938,16.3468894958496
4.07313299179077,6.97729587554932,16.160457611084
4.08721256256104,7.13873338699341,15.8914175033569
4.10261058807373,7.29309701919556,15.5809192657471
4.14760398864746,7.45052051544189,15.2602863311768
4.21881246566772,7.59492492675781,14.9704751968384
4.32657766342163,7.74055576324463,14.6628103256226
4.43545579910278,7.88440942764282,14.3487129211426
4.55547428131104,8.02434730529785,14.0458097457886
4.69876623153687,8.18427562713623,13.7127523422241
4.85569190979004,8.3597993850708,13.3785047531128
4.98871231079102,8.53779697418213,13.0616273880005
5.13665390014648,8.71912479400635,12.7239046096802
5.29128980636597,8.87576770782471,12.4145040512085
5.45966911315918,9.03147602081299,12.0890665054321
5.63045787811279,9.17295265197754,11.762095451355
5.79366302490234,9.30046463012695,11.4552631378174
5.95813655853272,9.42786598205566,11.1304836273193
6.10617733001709,9.53908538818359,10.8337306976318
6.26634883880615,9.64798259735107,10.5146417617798
6.40836000442505,9.75750827789307,10.1950054168701
6.54393434524536,9.84696674346924,9.89078617095947
6.69151020050049,9.93488025665283,9.55990123748779
6.82632303237915,10.0263566970825,9.22807884216309
6.93657207489014,10.1118965148926,8.92056846618652
7.02856540679932,10.1960515975952,8.60169696807861
7.08560180664063,10.2684135437012,8.32661819458008
7.11964702606201,10.3364343643188,8.07704448699951
7.14354705810547,10.4055557250977,7.85735511779785
7.15637254714966,10.4749383926392,7.65720844268799
7.16202783584595,10.54088306427,7.44761657714844
7.17156267166138,10.6021156311035,7.26197814941406
7.18029260635376,10.6670742034912,7.14819955825806
7.19457674026489,10.7406845092773,7.07277870178223
7.20604705810547,10.8124217987061,7.01412963867188
7.21657180786133,10.8825807571411,6.93858146667481
7.22502040863037,10.9448375701904,6.82152318954468
7.22963190078735,10.9990606307983,6.66037559509277
7.2330527305603,11.0486145019531,6.45203065872192
7.23648405075073,11.0918188095093,6.26287603378296
7.24061918258667,11.1479997634888,6.08415794372559
7.24179267883301,11.201563835144,5.91335201263428
7.24436712265015,11.2515773773193,5.74504137039185
7.24572324752808,11.3031635284424,5.59427690505981
7.24181079864502,11.3551588058472,5.43289756774902
7.23550748825073,11.3954210281372,5.27923011779785
7.23293209075928,11.4235467910767,5.11949491500855
7.23066854476929,11.4502801895142,4.97632265090942
7.22611284255981,11.4869832992554,4.84907341003418
7.21703958511353,11.5376033782959,4.7185263633728
7.2036452293396,11.5859756469727,4.5976448059082
7.1895751953125,11.6370611190796,4.47572755813599
7.17447900772095,11.6808528900146,4.34182119369507
7.15979194641113,11.7174634933472,4.21069002151489
7.14902067184448,11.7539310455322,4.07084798812866
7.13831663131714,11.7853956222534,3.94818830490112
7.12929630279541,11.808123588562,3.81884050369263
7.12534523010254,11.8218860626221,3.69407820701599
7.12367963790894,11.8353414535522,3.56727433204651
7.12922334671021,11.8412170410156,3.44992351531982
7.13889598846436,11.84130859375,3.32120585441589
7.14802122116089,11.8367958068848,3.19743013381958
7.1592001914978,11.8306150436401,3.06122756004333
7.16520404815674,11.8234891891479,2.93545746803284
7.16552448272705,11.8145866394043,2.80524826049805
7.1627950668335,11.8000068664551,2.673344373703
7.1595139503479,11.781907081604,2.55447959899902
7.15770530700684,11.7610120773315,2.42832732200623
7.15336084365845,11.7410564422607,2.30999660491943
7.15124416351318,11.7175092697144,2.1838481426239
7.14898157119751,11.696587562561,2.06087040901184
7.1476321220398,11.6770124435425,1.93504345417023
7.14686298370361,11.6588592529297,1.82056200504303
7.14865684509277,11.6397466659546,1.70917129516602
7.15441799163818,11.6159267425537,1.59526121616364
7.16109800338745,11.5887870788574,1.48246920108795
7.1655011177063,11.5672960281372,1.37629640102386
7.16974353790283,11.5423040390015,1.25519239902496
7.1754469871521,11.5190353393555,1.13053226470947
7.18194198608398,11.5021085739136,1.03372526168823
7.18813323974609,11.4872703552246,0.960316300392151
7.19306468963623,11.4791507720947,0.891780078411102
7.19843196868897,11.4711475372314,0.778460383415222
7.20269441604614,11.4656848907471,0.640475928783417
7.20951509475708,11.459906578064,0.521887242794037
7.2158989906311,11.4591112136841,0.426713138818741
7.22115898132324,11.4569311141968,0.334993332624435
7.22592782974243,11.4504117965698,0.268954932689667
7.22994184494019,11.4399280548096,0.239470958709717
7.2351279258728,11.4262199401855,0.2244513630867
7.23642015457153,11.411416053772,0.199425026774406
7.23670387268066,11.3940477371216,0.14448706805706
7.23584747314453,11.3827962875366,0.10026915371418
7.23459482192993,11.3708934783936,0.0810549408197403
7.23466300964356,11.3639240264893,0.0729756057262421
7.23692893981934,11.3580827713013,0.0340629369020462
7.23895454406738,11.3526468276978,-0.0220162030309439
