time,current_pose,current_pos_global,dist_blade_current,dist_blade_target,blade_length,first_blade_rotation,first_blade,inspect_targets,overlap_procentage
"2022/09/21 12:50:03.141389165,""{'position': {'x': 0.0, 'y': 0.0, 'z': 15.0}, 'orientation': {'x': 0.0, 'y': 0.0, 'z': 0.0, 'w': 1.0}}"",""{'header': {'stamp': {'secs': 0, 'nsecs': 0}, 'frame_id': ''}, 'status': {'status': 0, 'service': 0}, 'latitude': 0.0, 'longitude': 0.0, 'altitude': 0.0, 'position_covariance': {'': ''}, 'position_covariance_type': 0}"",4.0,6.0,20.0,0.0,0,[0],20.0"
