time,header,pose
2022/10/11 14:16:07.350321695,"{'stamp': {'secs': 1665490567, 'nsecs': 348382514}, 'frame_id': 'map'}","{'position': {'x': -0.010456165298819542, 'y': 0.00993449054658413, 'z': -0.11938958615064621}, 'orientation': {'x': 0.004628015969246968, 'y': -0.004076910487040572, 'z': 0.016093942691279006, 'w': -0.9998514573915765}}"
2022/10/11 14:16:07.383241772,"{'stamp': {'secs': 1665490567, 'nsecs': 380282139}, 'frame_id': 'map'}","{'position': {'x': -0.011150614358484745, 'y': 0.010315525345504284, 'z': -0.11955078691244125}, 'orientation': {'x': 0.00463201279934301, 'y': -0.004059087514999432, 'z': 0.016095164949885776, 'w': -0.9998514995384251}}"
2022/10/11 14:16:07.418212019,"{'stamp': {'secs': 1665490567, 'nsecs': 416252625}, 'frame_id': 'map'}","{'position': {'x': -0.01186875905841589, 'y': 0.010659501887857914, 'z': -0.12011301517486572}, 'orientation': {'x': 0.004630880329163954, 'y': -0.004078146225230285, 'z': 0.01608155151781676, 'w': -0.9998517102726676}}"
2022/10/11 14:16:07.450754847,"{'stamp': {'secs': 1665490567, 'nsecs': 448389474}, 'frame_id': 'map'}","{'position': {'x': -0.012606496922671795, 'y': 0.010970567353069782, 'z': -0.12064468115568161}, 'orientation': {'x': 0.004616288752705423, 'y': -0.004067888283224598, 'z': 0.016108989116197403, 'w': -0.9998513309510311}}"
2022/10/11 14:16:07.486556439,"{'stamp': {'secs': 1665490567, 'nsecs': 480702446}, 'frame_id': 'map'}","{'position': {'x': -0.013357189483940601, 'y': 0.01125891599804163, 'z': -0.12143269926309586}, 'orientation': {'x': 0.0046003262923764296, 'y': -0.004067958747486952, 'z': 0.016100391159101224, 'w': -0.999851583832122}}"
2022/10/11 14:16:07.519871177,"{'stamp': {'secs': 1665490567, 'nsecs': 516621543}, 'frame_id': 'map'}","{'position': {'x': -0.014329381287097931, 'y': 0.01156938262283802, 'z': -0.12261117994785309}, 'orientation': {'x': 0.004584299994389194, 'y': -0.00406012070959391, 'z': 0.01610578595571055, 'w': -0.9998515838321221}}"
2022/10/11 14:16:07.550929034,"{'stamp': {'secs': 1665490567, 'nsecs': 548855735}, 'frame_id': 'map'}","{'position': {'x': -0.015112104825675488, 'y': 0.011777520179748535, 'z': -0.12377859652042389}, 'orientation': {'x': 0.004606160667444902, 'y': -0.004040351573895554, 'z': 0.01613006254045285, 'w': -0.999851162363637}}"
2022/10/11 14:16:07.604751430,"{'stamp': {'secs': 1665490567, 'nsecs': 580688187}, 'frame_id': 'map'}","{'position': {'x': -0.01590447872877121, 'y': 0.011937962844967842, 'z': -0.12498517334461212}, 'orientation': {'x': 0.004606560589176891, 'y': -0.00403724108296871, 'z': 0.016126943673663074, 'w': -0.999851162363637}}"
2022/10/11 14:16:07.618164245,"{'stamp': {'secs': 1665490567, 'nsecs': 616328080}, 'frame_id': 'map'}","{'position': {'x': -0.01670445129275322, 'y': 0.01206024456769228, 'z': -0.12624548375606537}, 'orientation': {'x': 0.004596106112794602, 'y': -0.004056323150950079, 'z': 0.016143760266218943, 'w': -0.9998509516293945}}"
2022/10/11 14:16:07.652791334,"{'stamp': {'secs': 1665490567, 'nsecs': 648128456}, 'frame_id': 'map'}","{'position': {'x': -0.017515068873763084, 'y': 0.012167743407189846, 'z': -0.12768717110157013}, 'orientation': {'x': 0.004589505397713995, 'y': -0.0040751392081092574, 'z': 0.016181102373999556, 'w': -0.9998502772798182}}"
2022/10/11 14:16:07.683950965,"{'stamp': {'secs': 1665490567, 'nsecs': 680172556}, 'frame_id': 'map'}","{'position': {'x': -0.01805344596505165, 'y': 0.012313169427216053, 'z': -0.12832744419574738}, 'orientation': {'x': 0.00457958026763903, 'y': -0.004091585904446776, 'z': 0.016206727657894104, 'w': -0.9998498558113331}}"
2022/10/11 14:16:07.718046201,"{'stamp': {'secs': 1665490567, 'nsecs': 716069962}, 'frame_id': 'map'}","{'position': {'x': -0.017770862206816673, 'y': 0.01264064759016037, 'z': -0.12703850865364075}, 'orientation': {'x': 0.004554500464392174, 'y': -0.004093002227888288, 'z': 0.016241709542158256, 'w': -0.999849350049151}}"
2022/10/11 14:16:07.749622514,"{'stamp': {'secs': 1665490567, 'nsecs': 747966000}, 'frame_id': 'map'}","{'position': {'x': -0.017642535269260406, 'y': 0.01286305207759142, 'z': -0.1262984573841095}, 'orientation': {'x': 0.004533770532836188, 'y': -0.004126789779948556, 'z': 0.01623947575918716, 'w': -0.9998493921959996}}"
2022/10/11 14:16:07.782960126,"{'stamp': {'secs': 1665490567, 'nsecs': 779892481}, 'frame_id': 'map'}","{'position': {'x': -0.017586661502718925, 'y': 0.013053796254098415, 'z': -0.1260254830121994}, 'orientation': {'x': 0.004526087294061553, 'y': -0.004136909633402726, 'z': 0.01623492389954795, 'w': -0.9998493921959994}}"
2022/10/11 14:16:07.821012519,"{'stamp': {'secs': 1665490567, 'nsecs': 816273754}, 'frame_id': 'map'}","{'position': {'x': -0.017602521926164627, 'y': 0.013227125629782677, 'z': -0.12585709989070892}, 'orientation': {'x': 0.004526985240077703, 'y': -0.004158500982334186, 'z': 0.016236736214033876, 'w': -0.999849350049151}}"
2022/10/11 14:16:07.849098904,"{'stamp': {'secs': 1665490567, 'nsecs': 848009044}, 'frame_id': 'map'}","{'position': {'x': -0.017693983390927315, 'y': 0.013376206159591675, 'z': -0.12612733244895935}, 'orientation': {'x': 0.00451920906420938, 'y': -0.004137015391534805, 'z': 0.016224850802753876, 'w': -0.999849602930242}}"
2022/10/11 14:16:07.881126045,"{'stamp': {'secs': 1665490567, 'nsecs': 879727336}, 'frame_id': 'map'}","{'position': {'x': -0.01785024255514145, 'y': 0.013508693315088749, 'z': -0.1264687180519104}, 'orientation': {'x': 0.004522964249630025, 'y': -0.004149617134603436, 'z': 0.016234418137365814, 'w': -0.9998493921959994}}"
2022/10/11 14:16:07.965939334,"{'stamp': {'secs': 1665490567, 'nsecs': 916016649}, 'frame_id': 'map'}","{'position': {'x': -0.01813248172402382, 'y': 0.013657835312187672, 'z': -0.1273135542869568}, 'orientation': {'x': 0.004524088035253381, 'y': -0.00418663888106047, 'z': 0.016251529757861205, 'w': -0.9998489707275144}}"
2022/10/11 14:16:07.968191499,"{'stamp': {'secs': 1665490567, 'nsecs': 947828586}, 'frame_id': 'map'}","{'position': {'x': -0.018422121182084084, 'y': 0.01375619787722826, 'z': -0.12824177742004395}, 'orientation': {'x': 0.00452930702105866, 'y': -0.004199466648951949, 'z': 0.016233322319304466, 'w': -0.9998492236086055}}"
2022/10/11 14:16:07.985364535,"{'stamp': {'secs': 1665490567, 'nsecs': 979827605}, 'frame_id': 'map'}","{'position': {'x': -0.01876671053469181, 'y': 0.013847258873283863, 'z': -0.12946069240570068}, 'orientation': {'x': 0.004538901078171996, 'y': -0.004198309864074888, 'z': 0.01624406976567483, 'w': -0.9998489285806659}}"
2022/10/11 14:16:08.18180744,"{'stamp': {'secs': 1665490568, 'nsecs': 16432627}, 'frame_id': 'map'}","{'position': {'x': -0.019159233197569847, 'y': 0.013912523165345192, 'z': -0.13075751066207886}, 'orientation': {'x': 0.004511274374620034, 'y': -0.004168462754237167, 'z': 0.016242636772825503, 'w': -0.9998492657554541}}"
2022/10/11 14:16:08.50654784,"{'stamp': {'secs': 1665490568, 'nsecs': 47967657}, 'frame_id': 'map'}","{'position': {'x': -0.019598009064793587, 'y': 0.013952056877315044, 'z': -0.13213539123535156}, 'orientation': {'x': 0.004513253578689987, 'y': -0.00416067782178484, 'z': 0.016223881425238118, 'w': -0.9998495607833935}}"
2022/10/11 14:16:08.86594562,"{'stamp': {'secs': 1665490568, 'nsecs': 79862590}, 'frame_id': 'map'}","{'position': {'x': -0.01958402618765831, 'y': 0.013890163972973824, 'z': -0.13276131451129913}, 'orientation': {'x': 0.00452033363185434, 'y': -0.004154180580510049, 'z': 0.016214271943777614, 'w': -0.9998497293707875}}"
2022/10/11 14:16:08.118893929,"{'stamp': {'secs': 1665490568, 'nsecs': 115714312}, 'frame_id': 'map'}","{'position': {'x': -0.01908361352980137, 'y': 0.01369358878582716, 'z': -0.13252155482769012}, 'orientation': {'x': 0.004488780418412079, 'y': -0.004135449310956275, 'z': 0.01620099568649669, 'w': -0.9998501086924242}}"
2022/10/11 14:16:08.152274506,"{'stamp': {'secs': 1665490568, 'nsecs': 148076873}, 'frame_id': 'map'}","{'position': {'x': -0.018809596076607704, 'y': 0.013532615266740322, 'z': -0.13269451260566711}, 'orientation': {'x': 0.004472784578108337, 'y': -0.004109841601968208, 'z': 0.016202049357709525, 'w': -0.9998503194266668}}"
2022/10/11 14:16:08.182548289,"{'stamp': {'secs': 1665490568, 'nsecs': 179654555}, 'frame_id': 'map'}","{'position': {'x': -0.018634311854839325, 'y': 0.01336799468845129, 'z': -0.1328362077474594}, 'orientation': {'x': 0.00446754104094062, 'y': -0.004104407498483494, 'z': 0.01618624428951787, 'w': -0.9998506144546063}}"
2022/10/11 14:16:08.289360918,"{'stamp': {'secs': 1665490568, 'nsecs': 217253348}, 'frame_id': 'map'}","{'position': {'x': -0.01854845881462097, 'y': 0.013125821948051453, 'z': -0.1334669291973114}, 'orientation': {'x': 0.0044470826766761125, 'y': -0.0041127012285965435, 'z': 0.016179079325271017, 'w': -0.9998507830420004}}"
2022/10/11 14:16:08.294188859,"{'stamp': {'secs': 1665490568, 'nsecs': 259599814}, 'frame_id': 'map'}","{'position': {'x': -0.018559765070676804, 'y': 0.012911236844956875, 'z': -0.13406389951705933}, 'orientation': {'x': 0.004438895105995701, 'y': -0.004121182510127516, 'z': 0.016173136619631046, 'w': -0.999850909482546}}"
2022/10/11 14:16:08.303162379,"{'stamp': {'secs': 1665490568, 'nsecs': 300740772}, 'frame_id': 'map'}","{'position': {'x': -0.018633268773555756, 'y': 0.01273786649107933, 'z': -0.13476744294166565}, 'orientation': {'x': 0.0044239245783318564, 'y': -0.004126197161919677, 'z': 0.01617360023496467, 'w': -0.9998509516293945}}"
2022/10/11 14:16:08.339180437,"{'stamp': {'secs': 1665490568, 'nsecs': 336291093}, 'frame_id': 'map'}","{'position': {'x': -0.018851490691304207, 'y': 0.012448249384760857, 'z': -0.13589827716350555}, 'orientation': {'x': 0.004404210925008299, 'y': -0.0041117626483262995, 'z': 0.016181776723575736, 'w': -0.9998509516293944}}"
2022/10/11 14:16:08.370579872,"{'stamp': {'secs': 1665490568, 'nsecs': 368314134}, 'frame_id': 'map'}","{'position': {'x': -0.019094718620181084, 'y': 0.01220568548887968, 'z': -0.13711488246917725}, 'orientation': {'x': 0.004402526491633974, 'y': -0.00413248692051542, 'z': 0.016202850147831127, 'w': -0.9998505301609093}}"
2022/10/11 14:16:08.402788089,"{'stamp': {'secs': 1665490568, 'nsecs': 399946166}, 'frame_id': 'map'}","{'position': {'x': -0.01940944418311119, 'y': 0.011935330927371979, 'z': -0.13841919600963593}, 'orientation': {'x': 0.004388348193013233, 'y': -0.004130191069724465, 'z': 0.01621498844020236, 'w': -0.9998504458672124}}"
2022/10/11 14:16:08.437198678,"{'stamp': {'secs': 1665490568, 'nsecs': 435548136}, 'frame_id': 'map'}","{'position': {'x': -0.0197879858314991, 'y': 0.011633170768618584, 'z': -0.13991354405879974}, 'orientation': {'x': 0.004372251934961782, 'y': -0.004123060462979365, 'z': 0.016212164601352053, 'w': -0.9998504880140607}}"
2022/10/11 14:16:08.468652433,"{'stamp': {'secs': 1665490568, 'nsecs': 467603890}, 'frame_id': 'map'}","{'position': {'x': -0.02022108994424343, 'y': 0.011308309622108936, 'z': -0.14134782552719116}, 'orientation': {'x': 0.004338405288821681, 'y': -0.004116852456510434, 'z': 0.01621212245450354, 'w': -0.9998506987483033}}"
2022/10/11 14:16:08.501410496,"{'stamp': {'secs': 1665490568, 'nsecs': 499429181}, 'frame_id': 'map'}","{'position': {'x': -0.02040170319378376, 'y': 0.010994352400302887, 'z': -0.14231856167316437}, 'orientation': {'x': 0.0043462088354461175, 'y': -0.004133068003725651, 'z': 0.016209130028259244, 'w': -0.9998506566014549}}"
2022/10/11 14:16:08.552715601,"{'stamp': {'secs': 1665490568, 'nsecs': 535236000}, 'frame_id': 'map'}","{'position': {'x': -0.019669493660330772, 'y': 0.010712260380387306, 'z': -0.14080217480659485}, 'orientation': {'x': 0.004353922655381342, 'y': -0.004136019970641715, 'z': 0.016185569939941746, 'w': -0.9998510359230914}}"
2022/10/11 14:16:08.571387342,"{'stamp': {'secs': 1665490568, 'nsecs': 567281904}, 'frame_id': 'map'}","{'position': {'x': -0.019212743267416954, 'y': 0.01044848095625639, 'z': -0.14019262790679932}, 'orientation': {'x': 0.004337442702546168, 'y': -0.0041293435229426915, 'z': 0.016147089867251274, 'w': -0.9998517524195161}}"
2022/10/11 14:16:08.601548316,"{'stamp': {'secs': 1665490568, 'nsecs': 599647626}, 'frame_id': 'map'}","{'position': {'x': -0.018871501088142395, 'y': 0.010146092623472214, 'z': -0.13945499062538147}, 'orientation': {'x': 0.00435270531527882, 'y': -0.004152873791541779, 'z': 0.016162431320109194, 'w': -0.9998513309510311}}"
2022/10/11 14:16:08.639861350,"{'stamp': {'secs': 1665490568, 'nsecs': 637954169}, 'frame_id': 'map'}","{'position': {'x': -0.018627971410751343, 'y': 0.00981051754206419, 'z': -0.13921095430850983}, 'orientation': {'x': 0.004340134523802064, 'y': -0.0041289895346901355, 'z': 0.01613769112003327, 'w': -0.9998518788600617}}"
2022/10/11 14:16:08.671225338,"{'stamp': {'secs': 1665490568, 'nsecs': 669198862}, 'frame_id': 'map'}","{'position': {'x': -0.018472757190465927, 'y': 0.00943784136325121, 'z': -0.13910429179668427}, 'orientation': {'x': 0.004355481111249241, 'y': -0.004123377552159959, 'z': 0.016154128390952538, 'w': -0.9998515416852736}}"
2022/10/11 14:16:08.708240427,"{'stamp': {'secs': 1665490568, 'nsecs': 701521353}, 'frame_id': 'map'}","{'position': {'x': -0.018393712118268013, 'y': 0.009040995500981808, 'z': -0.13934354484081268}, 'orientation': {'x': 0.004325306591603714, 'y': -0.004134000543907987, 'z': 0.016148227832161022, 'w': -0.9998517102726676}}"
2022/10/11 14:16:08.745890161,"{'stamp': {'secs': 1665490568, 'nsecs': 742333299}, 'frame_id': 'map'}","{'position': {'x': -0.018390659242868423, 'y': 0.00851474516093731, 'z': -0.13970541954040527}, 'orientation': {'x': 0.004294559817360267, 'y': -0.004119002182448922, 'z': 0.016128418813360967, 'w': -0.9998522160348498}}"
2022/10/11 14:16:08.786172846,"{'stamp': {'secs': 1665490568, 'nsecs': 775500892}, 'frame_id': 'map'}","{'position': {'x': -0.01847539283335209, 'y': 0.008069204166531563, 'z': -0.14021609723567963}, 'orientation': {'x': 0.004280938179209294, 'y': -0.004142709429739651, 'z': 0.016125637121359226, 'w': -0.9998523003285468}}"
2022/10/11 14:16:08.810130627,"{'stamp': {'secs': 1665490568, 'nsecs': 808559944}, 'frame_id': 'map'}","{'position': {'x': -0.018635397776961327, 'y': 0.007604846265166998, 'z': -0.14078620076179504}, 'orientation': {'x': 0.004289388869289919, 'y': -0.004139099041792699, 'z': 0.016124794184388946, 'w': -0.9998522160348498}}"
2022/10/11 14:16:08.846348940,"{'stamp': {'secs': 1665490568, 'nsecs': 843573656}, 'frame_id': 'map'}","{'position': {'x': -0.01884048618376255, 'y': 0.0071112667210400105, 'z': -0.14143143594264984}, 'orientation': {'x': 0.004275624954655946, 'y': -0.004122573860326514, 'z': 0.016135920952395855, 'w': -0.9998522160348498}}"
2022/10/11 14:16:08.930900664,"{'stamp': {'secs': 1665490568, 'nsecs': 875016138}, 'frame_id': 'map'}","{'position': {'x': -0.019102614372968674, 'y': 0.006600939668715, 'z': -0.14232884347438812}, 'orientation': {'x': 0.004282490080501387, 'y': -0.004110714332932534, 'z': 0.016150756643071695, 'w': -0.9998519631537587}}"
2022/10/11 14:16:08.932391726,"{'stamp': {'secs': 1665490568, 'nsecs': 906080303}, 'frame_id': 'map'}","{'position': {'x': -0.019062360748648643, 'y': 0.00610315939411521, 'z': -0.14261943101882935}, 'orientation': {'x': 0.004294165091956037, 'y': -0.004100181237654725, 'z': 0.0161404306651865, 'w': -0.9998521738880012}}"
2022/10/11 14:16:08.942832985,"{'stamp': {'secs': 1665490568, 'nsecs': 941654543}, 'frame_id': 'map'}","{'position': {'x': -0.017853720113635063, 'y': 0.005576627794653177, 'z': -0.14024950563907623}, 'orientation': {'x': 0.0042448110448868375, 'y': -0.004111326532370767, 'z': 0.01612298186990302, 'w': -0.9998525953564863}}"
2022/10/11 14:16:08.976155988,"{'stamp': {'secs': 1665490568, 'nsecs': 973263617}, 'frame_id': 'map'}","{'position': {'x': -0.017063375562429428, 'y': 0.005130126141011715, 'z': -0.13894326984882355}, 'orientation': {'x': 0.004250901434277668, 'y': -0.004107060969811556, 'z': 0.016097314439159904, 'w': -0.999852974678123}}"
2022/10/11 14:16:09.6806194,"{'stamp': {'secs': 1665490569, 'nsecs': 4564358}, 'frame_id': 'map'}","{'position': {'x': -0.016406254842877388, 'y': 0.004646772053092718, 'z': -0.13773798942565918}, 'orientation': {'x': 0.004253889399911875, 'y': -0.0041157832426182974, 'z': 0.016101360536616927, 'w': -0.9998528903844259}}"
2022/10/11 14:16:09.42092721,"{'stamp': {'secs': 1665490569, 'nsecs': 40041127}, 'frame_id': 'map'}","{'position': {'x': -0.01586255617439747, 'y': 0.0041177948005497456, 'z': -0.13692611455917358}, 'orientation': {'x': 0.004229103966060089, 'y': -0.004151416880150084, 'z': 0.016106376011589763, 'w': -0.9998527639438803}}"
2022/10/11 14:16:09.76363751,"{'stamp': {'secs': 1665490569, 'nsecs': 73839067}, 'frame_id': 'map'}","{'position': {'x': -0.015442467294633389, 'y': 0.003560346085578203, 'z': -0.13638444244861603}, 'orientation': {'x': 0.004193104211223577, 'y': -0.004136605316384172, 'z': 0.016119315094082598, 'w': -0.9998527217970319}}"
2022/10/11 14:16:09.109234499,"{'stamp': {'secs': 1665490569, 'nsecs': 104977908}, 'frame_id': 'map'}","{'position': {'x': -0.01505715399980545, 'y': 0.0028008779045194387, 'z': -0.13611000776290894}, 'orientation': {'x': 0.00417050765583923, 'y': -0.004130357622318876, 'z': 0.016131116211665575, 'w': -0.9998527217970319}}"
2022/10/11 14:16:09.142454798,"{'stamp': {'secs': 1665490569, 'nsecs': 140525801}, 'frame_id': 'map'}","{'position': {'x': -0.014856121502816677, 'y': 0.0021589503157883883, 'z': -0.13608796894550323}, 'orientation': {'x': 0.004152585580566957, 'y': -0.0041291437112781874, 'z': 0.01611543758401962, 'w': -0.999852974678123}}"
2022/10/11 14:16:09.247737761,"{'stamp': {'secs': 1665490569, 'nsecs': 172386735}, 'frame_id': 'map'}","{'position': {'x': -0.014749317429959774, 'y': 0.0014896892243996263, 'z': -0.13623353838920593}, 'orientation': {'x': 0.004155923623702595, 'y': -0.004135104975139773, 'z': 0.016114678940746363, 'w': -0.9998529746781228}}"
2022/10/11 14:16:09.251208783,"{'stamp': {'secs': 1665490569, 'nsecs': 203737700}, 'frame_id': 'map'}","{'position': {'x': -0.014713969081640244, 'y': 0.0007969678263179958, 'z': -0.1367550492286682}, 'orientation': {'x': 0.004159630449190265, 'y': -0.004133024096042313, 'z': 0.016105870249407628, 'w': -0.9998531011186684}}"
2022/10/11 14:16:09.252979717,"{'stamp': {'secs': 1665490569, 'nsecs': 239424868}, 'frame_id': 'map'}","{'position': {'x': -0.014750773087143898, 'y': 6.494048284366727e-05, 'z': -0.1375332921743393}, 'orientation': {'x': 0.004158903094176961, 'y': -0.0041525081157319805, 'z': 0.016079697056482378, 'w': -0.9998534804403051}}"
2022/10/11 14:16:09.274072654,"{'stamp': {'secs': 1665490569, 'nsecs': 271252674}, 'frame_id': 'map'}","{'position': {'x': -0.01485619880259037, 'y': -0.000702597841154784, 'z': -0.13868379592895508}, 'orientation': {'x': 0.004151938873139261, 'y': -0.004126344913840118, 'z': 0.016099632515827966, 'w': -0.9998532697060625}}"
2022/10/11 14:16:09.305614754,"{'stamp': {'secs': 1665490569, 'nsecs': 302809259}, 'frame_id': 'map'}","{'position': {'x': -0.014606291428208351, 'y': -0.0010747540509328246, 'z': -0.1381978690624237}, 'orientation': {'x': 0.004129806441145332, 'y': -0.004144082219787771, 'z': 0.016094532747158163, 'w': -0.9998533961466081}}"
2022/10/11 14:16:09.340224379,"{'stamp': {'secs': 1665490569, 'nsecs': 338356887}, 'frame_id': 'map'}","{'position': {'x': -0.013949126936495304, 'y': -0.0010938926134258509, 'z': -0.13651742041110992}, 'orientation': {'x': 0.00416105106828416, 'y': -0.004151384178334694, 'z': 0.01609137173351982, 'w': -0.9998532697060626}}"
2022/10/11 14:16:09.372904168,"{'stamp': {'secs': 1665490569, 'nsecs': 370249981}, 'frame_id': 'map'}","{'position': {'x': -0.013572266325354576, 'y': -0.0011761244386434555, 'z': -0.13542485237121582}, 'orientation': {'x': 0.004172516179931314, 'y': -0.00415381962416204, 'z': 0.01606355481350269, 'w': -0.9998536911745477}}"
2022/10/11 14:16:09.406832574,"{'stamp': {'secs': 1665490569, 'nsecs': 403546698}, 'frame_id': 'map'}","{'position': {'x': -0.013299369253218174, 'y': -0.0013330549700185657, 'z': -0.13483616709709167}, 'orientation': {'x': 0.004167596017700071, 'y': -0.004161481965724524, 'z': 0.016070466896658475, 'w': -0.9998535225871537}}"
2022/10/11 14:16:09.441069253,"{'stamp': {'secs': 1665490569, 'nsecs': 439215400}, 'frame_id': 'map'}","{'position': {'x': -0.013131768442690372, 'y': -0.0015553253469988704, 'z': -0.1343824565410614}, 'orientation': {'x': 0.004190878490277844, 'y': -0.004156434590572792, 'z': 0.016069244638051594, 'w': -0.999853480440305}}"
2022/10/11 14:16:09.473287935,"{'stamp': {'secs': 1665490569, 'nsecs': 471703574}, 'frame_id': 'map'}","{'position': {'x': -0.013048931956291199, 'y': -0.0019250810146331787, 'z': -0.13432829082012177}, 'orientation': {'x': 0.004196295870333471, 'y': -0.004151984612399391, 'z': 0.016071099099386088, 'w': -0.999853480440305}}"
2022/10/11 14:16:09.564066613,"{'stamp': {'secs': 1665490569, 'nsecs': 502547418}, 'frame_id': 'map'}","{'position': {'x': -0.013059782795608044, 'y': -0.0021950923837721348, 'z': -0.1343698650598526}, 'orientation': {'x': 0.004177528049308619, 'y': -0.004168267086451117, 'z': 0.01606372340089668, 'w': -0.9998536068808507}}"
2022/10/11 14:16:09.565409073,"{'stamp': {'secs': 1665490569, 'nsecs': 538310378}, 'frame_id': 'map'}","{'position': {'x': -0.013156204484403133, 'y': -0.0027055200189352036, 'z': -0.1347891241312027}, 'orientation': {'x': 0.004199389972891471, 'y': -0.004182121324258707, 'z': 0.016063006904472044, 'w': -0.9998533961466081}}"
2022/10/11 14:16:09.570963291,"{'stamp': {'secs': 1665490569, 'nsecs': 570074456}, 'frame_id': 'map'}","{'position': {'x': -0.013300579972565174, 'y': -0.003175297286361456, 'z': -0.13535349071025848}, 'orientation': {'x': 0.004197591542182954, 'y': -0.004188114683483074, 'z': 0.01606557786223123, 'w': -0.9998533539997596}}"
2022/10/11 14:16:09.617798841,"{'stamp': {'secs': 1665490569, 'nsecs': 602978248}, 'frame_id': 'map'}","{'position': {'x': -0.013509491458535194, 'y': -0.0036863412242382765, 'z': -0.13607870042324066}, 'orientation': {'x': 0.004193663355383667, 'y': -0.004207973061930464, 'z': 0.016071478421022745, 'w': -0.9998531854123656}}"
2022/10/11 14:16:09.642626750,"{'stamp': {'secs': 1665490569, 'nsecs': 639877430}, 'frame_id': 'map'}","{'position': {'x': -0.013777956366539001, 'y': -0.004240484908223152, 'z': -0.13708437979221344}, 'orientation': {'x': 0.004148856322763875, 'y': -0.004218021456874419, 'z': 0.016093310488551338, 'w': -0.9998530168249715}}"
2022/10/11 14:16:09.675111004,"{'stamp': {'secs': 1665490569, 'nsecs': 672114220}, 'frame_id': 'map'}","{'position': {'x': -0.01409932505339384, 'y': -0.004853346850723028, 'z': -0.13815045356750488}, 'orientation': {'x': 0.0041379698926331384, 'y': -0.004218109074163255, 'z': 0.016114847528140464, 'w': -0.9998527217970319}}"
2022/10/11 14:16:09.713356621,"{'stamp': {'secs': 1665490569, 'nsecs': 703768615}, 'frame_id': 'map'}","{'position': {'x': -0.014322392642498016, 'y': -0.005040913354605436, 'z': -0.1380455046892166}, 'orientation': {'x': 0.004126476297328241, 'y': -0.00423094544171993, 'z': 0.01610907340989437, 'w': -0.9998528482375775}}"
2022/10/11 14:16:09.743761984,"{'stamp': {'secs': 1665490569, 'nsecs': 740920708}, 'frame_id': 'map'}","{'position': {'x': -0.014514727517962456, 'y': -0.0048195128329098225, 'z': -0.13624157011508942}, 'orientation': {'x': 0.004144456738679972, 'y': -0.004248689722837245, 'z': 0.016120790233780435, 'w': -0.9998525110627894}}"
2022/10/11 14:16:09.779291634,"{'stamp': {'secs': 1665490569, 'nsecs': 775636152}, 'frame_id': 'map'}","{'position': {'x': -0.014733263291418552, 'y': -0.00474785128608346, 'z': -0.13542544841766357}, 'orientation': {'x': 0.00414594920633022, 'y': -0.004248846909179494, 'z': 0.016145446140159336, 'w': -0.9998520474474557}}"
2022/10/11 14:16:09.825524006,"{'stamp': {'secs': 1665490569, 'nsecs': 809330506}, 'frame_id': 'map'}","{'position': {'x': -0.01500700879842043, 'y': -0.004766175057739019, 'z': -0.134783536195755}, 'orientation': {'x': 0.004149978001559294, 'y': -0.004248446035644896, 'z': 0.016182535366848882, 'w': -0.9998514573915764}}"
2022/10/11 14:16:09.859437148,"{'stamp': {'secs': 1665490569, 'nsecs': 846930193}, 'frame_id': 'map'}","{'position': {'x': -0.01532441470772028, 'y': -0.004860838875174522, 'z': -0.13461478054523468}, 'orientation': {'x': 0.00415679391149252, 'y': -0.004263927784207457, 'z': 0.016181608136181636, 'w': -0.9998513730978795}}"
2022/10/11 14:16:09.883123832,"{'stamp': {'secs': 1665490569, 'nsecs': 880142345}, 'frame_id': 'map'}","{'position': {'x': -0.015678349882364273, 'y': -0.005027235485613346, 'z': -0.13460148870944977}, 'orientation': {'x': 0.004182631025488919, 'y': -0.004278049833866433, 'z': 0.016201332861284834, 'w': -0.9998508673356974}}"
2022/10/11 14:16:09.926993178,"{'stamp': {'secs': 1665490569, 'nsecs': 912241880}, 'frame_id': 'map'}","{'position': {'x': -0.01607033610343933, 'y': -0.005251266527920961, 'z': -0.13491706550121307}, 'orientation': {'x': 0.00417100234881426, 'y': -0.004280554376382992, 'z': 0.016226368089300225, 'w': -0.9998505301609093}}"
2022/10/11 14:16:09.953538667,"{'stamp': {'secs': 1665490569, 'nsecs': 950691683}, 'frame_id': 'map'}","{'position': {'x': -0.016628213226795197, 'y': -0.005599327385425568, 'z': -0.13550859689712524}, 'orientation': {'x': 0.004173129133737427, 'y': -0.004292034438083765, 'z': 0.016236104011306207, 'w': -0.9998503194266668}}"
2022/10/11 14:16:09.994548081,"{'stamp': {'secs': 1665490569, 'nsecs': 987158835}, 'frame_id': 'map'}","{'position': {'x': -0.01711100898683071, 'y': -0.005946499761193991, 'z': -0.1362333744764328}, 'orientation': {'x': 0.004187807319088516, 'y': -0.004297538007724313, 'z': 0.016226115208209213, 'w': -0.9998503615735153}}"
2022/10/11 14:16:10.25487204,"{'stamp': {'secs': 1665490570, 'nsecs': 17556741}, 'frame_id': 'map'}","{'position': {'x': -0.017636766657233238, 'y': -0.0063382405787706375, 'z': -0.1370309293270111}, 'orientation': {'x': 0.004184793217469148, 'y': -0.004304320959562867, 'z': 0.016224766509056854, 'w': -0.9998503615735153}}"
